formula	moleculeIds	moleculeNames	SuperClass	Class	
C45H78NO8P	HMDB0007958|HMDB0008724|HMDB0009012|HMDB0009043|HMDB0009044|HMDB0009076|HMDB0009077|HMDB0009108|HMDB0009206|HMDB0009269|HMDB0009300|HMDB0009301|HMDB0009331|HMDB0009332|HMDB0009364|HMDB0009365|HMDB0009396|HMDB0009429|HMDB0009461|HMDB0009558|HMDB0009588|HMDB0009619|HMDB0009620|HMDB0009652|HMDB0009653|HMDB0009684|HMDB0113959|HMDB0113980|HMDB0113981|HMDB0114028|HMDB0114055|HMDB0114082|HMDB0114083|HMDB0114109|HMDB0114110|HMDB0114138|HMDB0114139|HMDB0114166|HMDB0114250|HMDB0114277|HMDB0114278|HMDB0114305|HMDB0114306|HMDB0114332|HMDB0114360|HMDB0114387|HMDB0114388|HMDB0114526|HMDB0114553|HMDB0114579	PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0)|PE(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))|PE(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))|PE(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))|PE(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))|PE(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))|PE(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))|PE(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))|PE(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))|PE(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))|PE(20:2(11Z,14Z)/20:4(8Z,11Z,14Z,17Z))|PE(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z))|PE(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z))|PE(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z))|PE(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))|PE(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z))|PE(20:4(8Z,11Z,14Z,17Z)/20:2(11Z,14Z))|PE(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z))|PE(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z))|PE(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))|PE(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))|PE(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))|PE(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))|PE(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))|PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)|PE-NMe2(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))|PE-NMe2(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))|PE-NMe2(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))|PE-NMe2(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))|PE-NMe2(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))|PE-NMe2(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))|PE-NMe2(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))|PE-NMe2(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))|PE-NMe2(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))|PE-NMe2(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))|PE-NMe2(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))|PE-NMe2(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))|PE-NMe2(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z))|PE-NMe2(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z))|PE-NMe2(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z))|PE-NMe2(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z))|PE-NMe2(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))|PE-NMe2(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))|PE-NMe2(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z))|PE-NMe2(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z))|PE-NMe2(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z))|PE-NMe2(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))|PE-NMe2(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))|PE-NMe2(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C45H78O2	HMDB0000918|HMDB0005189|HMDB0034420	CE(18:1(9Z))|CE(18:1(11Z))|Palmitoylstigmasterol	Lipids and lipid-like molecules	"Steroids and steroid derivatives;Prenol lipids"	
C45H78O5	HMDB0007355|HMDB0007380|HMDB0007381|HMDB0007408|HMDB0007465|HMDB0007494|HMDB0007522|HMDB0007551|HMDB0007579|HMDB0007607|HMDB0007634|HMDB0007635|HMDB0007661|HMDB0007662|HMDB0007688|HMDB0007716|HMDB0007745|HMDB0007831|HMDB0056080|HMDB0056085|HMDB0056108|HMDB0056226|HMDB0056242|HMDB0056257|HMDB0056263|HMDB0056277|HMDB0056323	DG(18:4(6Z,9Z,12Z,15Z)/24:1(15Z)/0:0)|DG(20:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)|DG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)|DG(20:1(11Z)/22:4(7Z,10Z,13Z,16Z)/0:0)|DG(20:3(5Z,8Z,11Z)/22:2(13Z,16Z)/0:0)|DG(20:3(8Z,11Z,14Z)/22:2(13Z,16Z)/0:0)|DG(20:4(5Z,8Z,11Z,14Z)/22:1(13Z)/0:0)|DG(20:4(8Z,11Z,14Z,17Z)/22:1(13Z)/0:0)|DG(20:5(5Z,8Z,11Z,14Z,17Z)/22:0/0:0)|DG(22:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)|DG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/0:0)|DG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/0:0)|DG(22:2(13Z,16Z)/20:3(5Z,8Z,11Z)/0:0)|DG(22:2(13Z,16Z)/20:3(8Z,11Z,14Z)/0:0)|DG(22:4(7Z,10Z,13Z,16Z)/20:1(11Z)/0:0)|DG(22:5(4Z,7Z,10Z,13Z,16Z)/20:0/0:0)|DG(22:5(7Z,10Z,13Z,16Z,19Z)/20:0/0:0)|DG(24:1(15Z)/18:4(6Z,9Z,12Z,15Z)/0:0)|DG(20:0/0:0/22:5n6)|DG(20:0/0:0/22:5n3)|DG(22:0/0:0/20:5n3)|DG(20:1n9/0:0/22:4n6)|DG(20:3n9/0:0/22:2n6)|DG(22:1n9/0:0/20:4n6)|DG(22:1n9/0:0/20:4n3)|DG(24:1n9/0:0/18:4n3)|DG(20:3n6/0:0/22:2n6)	Lipids and lipid-like molecules	Glycerolipids	
C45H79O13P	HMDB0009789|HMDB0009790|HMDB0009827|HMDB0009828|HMDB0009839|HMDB0009840|HMDB0009850|HMDB0009859|HMDB0009860|HMDB0009863|HMDB0009864|HMDB0009893|HMDB0009899|HMDB0062771	PI(16:0/20:4(5Z,8Z,11Z,14Z))|PI(16:0/20:4(8Z,11Z,14Z,17Z))|PI(18:1(11Z)/18:3(6Z,9Z,12Z))|PI(18:1(11Z)/18:3(9Z,12Z,15Z))|PI(18:1(9Z)/18:3(6Z,9Z,12Z))|PI(18:1(9Z)/18:3(9Z,12Z,15Z))|PI(18:2(9Z,12Z)/18:2(9Z,12Z))|PI(18:3(6Z,9Z,12Z)/18:1(11Z))|PI(18:3(6Z,9Z,12Z)/18:1(9Z))|PI(18:3(9Z,12Z,15Z)/18:1(11Z))|PI(18:3(9Z,12Z,15Z)/18:1(9Z))|PI(20:4(5Z,8Z,11Z,14Z)/16:0)|PI(20:4(8Z,11Z,14Z,17Z)/16:0)|1,2-dilinoleoyl-sn-glycero-3-phospho-1D-myo-inositol	Lipids and lipid-like molecules	Glycerophospholipids	
C45H80NO7P	HMDB0009611|HMDB0009612|HMDB0009643|HMDB0009676|HMDB0011392|HMDB0011393|HMDB0011424|HMDB0011457	PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))|PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z))|PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:0)|PE(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0)|PE(P-18:0/22:5(4Z,7Z,10Z,13Z,16Z))|PE(P-18:0/22:5(7Z,10Z,13Z,16Z,19Z))|PE(P-18:1(11Z)/22:4(7Z,10Z,13Z,16Z))|PE(P-18:1(9Z)/22:4(7Z,10Z,13Z,16Z))	Lipids and lipid-like molecules	Glycerophospholipids	
C45H80NO8P	HMDB0007956|HMDB0007957|HMDB0008658|HMDB0008691|HMDB0009010|HMDB0009011|HMDB0009042|HMDB0009075|HMDB0009140|HMDB0009173|HMDB0009205|HMDB0009236|HMDB0009267|HMDB0009268|HMDB0009298|HMDB0009299|HMDB0009330|HMDB0009363|HMDB0009395|HMDB0009428|HMDB0009460|HMDB0009525|HMDB0009556|HMDB0009557|HMDB0009586|HMDB0009587|HMDB0009618|HMDB0009651|HMDB0113957|HMDB0113958|HMDB0113979|HMDB0114001|HMDB0114026|HMDB0114027|HMDB0114053|HMDB0114054|HMDB0114080|HMDB0114081|HMDB0114108|HMDB0114137|HMDB0114165|HMDB0114221|HMDB0114248|HMDB0114249|HMDB0114276|HMDB0114304|HMDB0114330|HMDB0114331|HMDB0114358|HMDB0114359	PC(15:0/22:5(4Z,7Z,10Z,13Z,16Z))|PC(15:0/22:5(7Z,10Z,13Z,16Z,19Z))|PC(22:5(4Z,7Z,10Z,13Z,16Z)/15:0)|PC(22:5(7Z,10Z,13Z,16Z,19Z)/15:0)|PE(18:0/22:5(4Z,7Z,10Z,13Z,16Z))|PE(18:0/22:5(7Z,10Z,13Z,16Z,19Z))|PE(18:1(11Z)/22:4(7Z,10Z,13Z,16Z))|PE(18:1(9Z)/22:4(7Z,10Z,13Z,16Z))|PE(18:3(6Z,9Z,12Z)/22:2(13Z,16Z))|PE(18:3(9Z,12Z,15Z)/22:2(13Z,16Z))|PE(18:4(6Z,9Z,12Z,15Z)/22:1(13Z))|PE(20:0/20:5(5Z,8Z,11Z,14Z,17Z))|PE(20:1(11Z)/20:4(5Z,8Z,11Z,14Z))|PE(20:1(11Z)/20:4(8Z,11Z,14Z,17Z))|PE(20:2(11Z,14Z)/20:3(5Z,8Z,11Z))|PE(20:2(11Z,14Z)/20:3(8Z,11Z,14Z))|PE(20:3(5Z,8Z,11Z)/20:2(11Z,14Z))|PE(20:3(8Z,11Z,14Z)/20:2(11Z,14Z))|PE(20:4(5Z,8Z,11Z,14Z)/20:1(11Z))|PE(20:4(8Z,11Z,14Z,17Z)/20:1(11Z))|PE(20:5(5Z,8Z,11Z,14Z,17Z)/20:0)|PE(22:1(13Z)/18:4(6Z,9Z,12Z,15Z))|PE(22:2(13Z,16Z)/18:3(6Z,9Z,12Z))|PE(22:2(13Z,16Z)/18:3(9Z,12Z,15Z))|PE(22:4(7Z,10Z,13Z,16Z)/18:1(11Z))|PE(22:4(7Z,10Z,13Z,16Z)/18:1(9Z))|PE(22:5(4Z,7Z,10Z,13Z,16Z)/18:0)|PE(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)|PE-NMe2(16:0/22:5(4Z,7Z,10Z,13Z,16Z))|PE-NMe2(16:0/22:5(7Z,10Z,13Z,16Z,19Z))|PE-NMe2(16:1(9Z)/22:4(7Z,10Z,13Z,16Z))|PE-NMe2(18:0/20:5(5Z,8Z,11Z,14Z,17Z))|PE-NMe2(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))|PE-NMe2(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))|PE-NMe2(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))|PE-NMe2(18:1(9Z)/20:4(8Z,11Z,14Z,17Z))|PE-NMe2(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))|PE-NMe2(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))|PE-NMe2(18:3(6Z,9Z,12Z)/20:2(11Z,14Z))|PE-NMe2(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))|PE-NMe2(18:4(6Z,9Z,12Z,15Z)/20:1(11Z))|PE-NMe2(20:1(11Z)/18:4(6Z,9Z,12Z,15Z))|PE-NMe2(20:2(11Z,14Z)/18:3(6Z,9Z,12Z))|PE-NMe2(20:2(11Z,14Z)/18:3(9Z,12Z,15Z))|PE-NMe2(20:3(5Z,8Z,11Z)/18:2(9Z,12Z))|PE-NMe2(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))|PE-NMe2(20:4(5Z,8Z,11Z,14Z)/18:1(11Z))|PE-NMe2(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))|PE-NMe2(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))|PE-NMe2(20:4(8Z,11Z,14Z,17Z)/18:1(9Z))	Lipids and lipid-like molecules	Glycerophospholipids	
C45H81O13P	HMDB0009787|HMDB0009788|HMDB0009810|HMDB0009811|HMDB0009826|HMDB0009838|HMDB0009848|HMDB0009849|HMDB0009858|HMDB0009862|HMDB0009879|HMDB0009886	PI(16:0/20:3(5Z,8Z,11Z))|PI(16:0/20:3(8Z,11Z,14Z))|PI(18:0/18:3(6Z,9Z,12Z))|PI(18:0/18:3(9Z,12Z,15Z))|PI(18:1(11Z)/18:2(9Z,12Z))|PI(18:1(9Z)/18:2(9Z,12Z))|PI(18:2(9Z,12Z)/18:1(11Z))|PI(18:2(9Z,12Z)/18:1(9Z))|PI(18:3(6Z,9Z,12Z)/18:0)|PI(18:3(9Z,12Z,15Z)/18:0)|PI(20:3(5Z,8Z,11Z)/16:0)|PI(20:3(8Z,11Z,14Z)/16:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C45H82NO7P	HMDB0009610|HMDB0011391	PE(22:4(7Z,10Z,13Z,16Z)/P-18:0)|PE(P-18:0/22:4(7Z,10Z,13Z,16Z))	Lipids and lipid-like molecules	Glycerophospholipids	
C45H82NO8P	HMDB0007955|HMDB0008625|HMDB0009009|HMDB0009107|HMDB0009139|HMDB0009172|HMDB0009204|HMDB0009234|HMDB0009235|HMDB0009265|HMDB0009266|HMDB0009297|HMDB0009329|HMDB0009362|HMDB0009394|HMDB0009427|HMDB0009492|HMDB0009523|HMDB0009524|HMDB0009555|HMDB0009585|HMDB0113956|HMDB0113999|HMDB0114000|HMDB0114024|HMDB0114025|HMDB0114051|HMDB0114052|HMDB0114079|HMDB0114107|HMDB0114136|HMDB0114164|HMDB0114192|HMDB0114219|HMDB0114220|HMDB0114247|HMDB0114274|HMDB0114275|HMDB0114302|HMDB0114303|HMDB0114329|HMDB0114357|HMDB0114498	PC(15:0/22:4(7Z,10Z,13Z,16Z))|PC(22:4(7Z,10Z,13Z,16Z)/15:0)|PE(18:0/22:4(7Z,10Z,13Z,16Z))|PE(18:2(9Z,12Z)/22:2(13Z,16Z))|PE(18:3(6Z,9Z,12Z)/22:1(13Z))|PE(18:3(9Z,12Z,15Z)/22:1(13Z))|PE(18:4(6Z,9Z,12Z,15Z)/22:0)|PE(20:0/20:4(5Z,8Z,11Z,14Z))|PE(20:0/20:4(8Z,11Z,14Z,17Z))|PE(20:1(11Z)/20:3(5Z,8Z,11Z))|PE(20:1(11Z)/20:3(8Z,11Z,14Z))|PE(20:2(11Z,14Z)/20:2(11Z,14Z))|PE(20:3(5Z,8Z,11Z)/20:1(11Z))|PE(20:3(8Z,11Z,14Z)/20:1(11Z))|PE(20:4(5Z,8Z,11Z,14Z)/20:0)|PE(20:4(8Z,11Z,14Z,17Z)/20:0)|PE(22:0/18:4(6Z,9Z,12Z,15Z))|PE(22:1(13Z)/18:3(6Z,9Z,12Z))|PE(22:1(13Z)/18:3(9Z,12Z,15Z))|PE(22:2(13Z,16Z)/18:2(9Z,12Z))|PE(22:4(7Z,10Z,13Z,16Z)/18:0)|PE-NMe2(16:0/22:4(7Z,10Z,13Z,16Z))|PE-NMe2(18:0/20:4(5Z,8Z,11Z,14Z))|PE-NMe2(18:0/20:4(8Z,11Z,14Z,17Z))|PE-NMe2(18:1(11Z)/20:3(5Z,8Z,11Z))|PE-NMe2(18:1(11Z)/20:3(8Z,11Z,14Z))|PE-NMe2(18:1(9Z)/20:3(5Z,8Z,11Z))|PE-NMe2(18:1(9Z)/20:3(8Z,11Z,14Z))|PE-NMe2(18:2(9Z,12Z)/20:2(11Z,14Z))|PE-NMe2(18:3(6Z,9Z,12Z)/20:1(11Z))|PE-NMe2(18:3(9Z,12Z,15Z)/20:1(11Z))|PE-NMe2(18:4(6Z,9Z,12Z,15Z)/20:0)|PE-NMe2(20:0/18:4(6Z,9Z,12Z,15Z))|PE-NMe2(20:1(11Z)/18:3(6Z,9Z,12Z))|PE-NMe2(20:1(11Z)/18:3(9Z,12Z,15Z))|PE-NMe2(20:2(11Z,14Z)/18:2(9Z,12Z))|PE-NMe2(20:3(5Z,8Z,11Z)/18:1(11Z))|PE-NMe2(20:3(5Z,8Z,11Z)/18:1(9Z))|PE-NMe2(20:3(8Z,11Z,14Z)/18:1(11Z))|PE-NMe2(20:3(8Z,11Z,14Z)/18:1(9Z))|PE-NMe2(20:4(5Z,8Z,11Z,14Z)/18:0)|PE-NMe2(20:4(8Z,11Z,14Z,17Z)/18:0)|PE-NMe2(22:4(7Z,10Z,13Z,16Z)/16:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C45H82O6	HMDB0042278|HMDB0047724	TG(14:0/14:1(9Z)/14:1(9Z))|TG(14:1(9Z)/14:0/14:1(9Z))	Lipids and lipid-like molecules	Glycerolipids	
C45H83O13P	HMDB0009786|HMDB0009809|HMDB0009824|HMDB0009825|HMDB0009836|HMDB0009837|HMDB0009847|HMDB0009875	PI(16:0/20:2(11Z,14Z))|PI(18:0/18:2(9Z,12Z))|PI(18:1(11Z)/18:1(11Z))|PI(18:1(11Z)/18:1(9Z))|PI(18:1(9Z)/18:1(11Z))|PI(18:1(9Z)/18:1(9Z))|PI(18:2(9Z,12Z)/18:0)|PI(20:2(11Z,14Z)/16:0)	Lipids and lipid-like molecules	Glycerophospholipids	
C45H84NO7P	HMDB0009578|HMDB0009579|HMDB0011423|HMDB0011456	PE(22:2(13Z,16Z)/P-18:1(11Z))|PE(22:2(13Z,16Z)/P-18:1(9Z))|PE(P-18:1(11Z)/22:2(13Z,16Z))|PE(P-18:1(9Z)/22:2(13Z,16Z))	Lipids and lipid-like molecules	Glycerophospholipids	
C45H84NO8P	HMDB0009041|HMDB0009074|HMDB0009106|HMDB0009138|HMDB0009171|HMDB0009232|HMDB0009233|HMDB0009264|HMDB0009296|HMDB0009328|HMDB0009361|HMDB0009490|HMDB0009491|HMDB0009522|HMDB0009553|HMDB0009554|HMDB0113978|HMDB0113997|HMDB0113998|HMDB0114023|HMDB0114050|HMDB0114078|HMDB0114106|HMDB0114135|HMDB0114190|HMDB0114191|HMDB0114218|HMDB0114245|HMDB0114246|HMDB0114273|HMDB0114301|HMDB0114470	PE(18:1(11Z)/22:2(13Z,16Z))|PE(18:1(9Z)/22:2(13Z,16Z))|PE(18:2(9Z,12Z)/22:1(13Z))|PE(18:3(6Z,9Z,12Z)/22:0)|PE(18:3(9Z,12Z,15Z)/22:0)|PE(20:0/20:3(5Z,8Z,11Z))|PE(20:0/20:3(8Z,11Z,14Z))|PE(20:1(11Z)/20:2(11Z,14Z))|PE(20:2(11Z,14Z)/20:1(11Z))|PE(20:3(5Z,8Z,11Z)/20:0)|PE(20:3(8Z,11Z,14Z)/20:0)|PE(22:0/18:3(6Z,9Z,12Z))|PE(22:0/18:3(9Z,12Z,15Z))|PE(22:1(13Z)/18:2(9Z,12Z))|PE(22:2(13Z,16Z)/18:1(11Z))|PE(22:2(13Z,16Z)/18:1(9Z))|PE-NMe2(16:1(9Z)/22:2(13Z,16Z))|PE-NMe2(18:0/20:3(5Z,8Z,11Z))|PE-NMe2(18:0/20:3(8Z,11Z,14Z))|PE-NMe2(18:1(11Z)/20:2(11Z,14Z))|PE-NMe2(18:1(9Z)/20:2(11Z,14Z))|PE-NMe2(18:2(9Z,12Z)/20:1(11Z))|PE-NMe2(18:3(6Z,9Z,12Z)/20:0)|PE-NMe2(18:3(9Z,12Z,15Z)/20:0)|PE-NMe2(20:0/18:3(6Z,9Z,12Z))|PE-NMe2(20:0/18:3(9Z,12Z,15Z))|PE-NMe2(20:1(11Z)/18:2(9Z,12Z))|PE-NMe2(20:2(11Z,14Z)/18:1(11Z))|PE-NMe2(20:2(11Z,14Z)/18:1(9Z))|PE-NMe2(20:3(5Z,8Z,11Z)/18:0)|PE-NMe2(20:3(8Z,11Z,14Z)/18:0)|PE-NMe2(22:2(13Z,16Z)/16:1(9Z))	Lipids and lipid-like molecules	Glycerophospholipids	
C45H84O5	HMDB0007210|HMDB0007239|HMDB0007267|HMDB0007378|HMDB0007406|HMDB0007434|HMDB0007602|HMDB0007630|HMDB0007658|HMDB0007799|HMDB0007826|HMDB0007827|HMDB0056078|HMDB0056099|HMDB0056182|HMDB0056201|HMDB0056218	DG(18:1(11Z)/24:1(15Z)/0:0)|DG(18:1(9Z)/24:1(15Z)/0:0)|DG(18:2(9Z,12Z)/24:0/0:0)|DG(20:0/22:2(13Z,16Z)/0:0)|DG(20:1(11Z)/22:1(13Z)/0:0)|DG(20:2(11Z,14Z)/22:0/0:0)|DG(22:0/20:2(11Z,14Z)/0:0)|DG(22:1(13Z)/20:1(11Z)/0:0)|DG(22:2(13Z,16Z)/20:0/0:0)|DG(24:0/18:2(9Z,12Z)/0:0)|DG(24:1(15Z)/18:1(11Z)/0:0)|DG(24:1(15Z)/18:1(9Z)/0:0)|DG(20:0/0:0/22:2n6)|DG(22:0/0:0/20:2n6)|DG(18:1n7/0:0/24:1n9)|DG(18:1n9/0:0/24:1n9)|DG(20:1n9/0:0/22:1n9)	Lipids and lipid-like molecules	Glycerolipids	
C45H84O6	HMDB0042068|HMDB0042271	TG(14:0/14:0/14:1(9Z))|TG(14:0/14:1(9Z)/14:0)	Lipids and lipid-like molecules	Glycerolipids	
C45H85N2O6P	HMDB0013468	SM(d18:0/22:3(10Z,13Z,16Z))	Lipids and lipid-like molecules	Sphingolipids	
C45H86NO7P	HMDB0009545|HMDB0009546|HMDB0009577|HMDB0011390|HMDB0011422|HMDB0011455	PE(22:1(13Z)/P-18:1(11Z))|PE(22:1(13Z)/P-18:1(9Z))|PE(22:2(13Z,16Z)/P-18:0)|PE(P-18:0/22:2(13Z,16Z))|PE(P-18:1(11Z)/22:1(13Z))|PE(P-18:1(9Z)/22:1(13Z))	Lipids and lipid-like molecules	Glycerophospholipids	
C45H86NO8P	HMDB0007954|HMDB0008592|HMDB0008981|HMDB0009008|HMDB0009040|HMDB0009073|HMDB0009105|HMDB0009231|HMDB0009263|HMDB0009295|HMDB0009489|HMDB0009520|HMDB0009521|HMDB0009552|HMDB0009749|HMDB0113878|HMDB0113955|HMDB0113977|HMDB0113996|HMDB0114022|HMDB0114049|HMDB0114077|HMDB0114189|HMDB0114216|HMDB0114217|HMDB0114244|HMDB0114441|HMDB0114469|HMDB0114632	PC(15:0/22:2(13Z,16Z))|PC(22:2(13Z,16Z)/15:0)|PE(16:1(9Z)/24:1(15Z))|PE(18:0/22:2(13Z,16Z))|PE(18:1(11Z)/22:1(13Z))|PE(18:1(9Z)/22:1(13Z))|PE(18:2(9Z,12Z)/22:0)|PE(20:0/20:2(11Z,14Z))|PE(20:1(11Z)/20:1(11Z))|PE(20:2(11Z,14Z)/20:0)|PE(22:0/18:2(9Z,12Z))|PE(22:1(13Z)/18:1(11Z))|PE(22:1(13Z)/18:1(9Z))|PE(22:2(13Z,16Z)/18:0)|PE(24:1(15Z)/16:1(9Z))|PE-NMe2(14:1(9Z)/24:1(15Z))|PE-NMe2(16:0/22:2(13Z,16Z))|PE-NMe2(16:1(9Z)/22:1(13Z))|PE-NMe2(18:0/20:2(11Z,14Z))|PE-NMe2(18:1(11Z)/20:1(11Z))|PE-NMe2(18:1(9Z)/20:1(11Z))|PE-NMe2(18:2(9Z,12Z)/20:0)|PE-NMe2(20:0/18:2(9Z,12Z))|PE-NMe2(20:1(11Z)/18:1(11Z))|PE-NMe2(20:1(11Z)/18:1(9Z))|PE-NMe2(20:2(11Z,14Z)/18:0)|PE-NMe2(22:1(13Z)/16:1(9Z))|PE-NMe2(22:2(13Z,16Z)/16:0)|PE-NMe2(24:1(15Z)/14:1(9Z))	Lipids and lipid-like molecules	Glycerophospholipids	
C45H86O5	HMDB0007181|HMDB0007209|HMDB0007238|HMDB0007377|HMDB0007405|HMDB0007601|HMDB0007629|HMDB0007797|HMDB0007798|HMDB0007825|HMDB0056047|HMDB0056071|HMDB0056093|HMDB0056114|HMDB0056115	DG(18:0/24:1(15Z)/0:0)|DG(18:1(11Z)/24:0/0:0)|DG(18:1(9Z)/24:0/0:0)|DG(20:0/22:1(13Z)/0:0)|DG(20:1(11Z)/22:0/0:0)|DG(22:0/20:1(11Z)/0:0)|DG(22:1(13Z)/20:0/0:0)|DG(24:0/18:1(11Z)/0:0)|DG(24:0/18:1(9Z)/0:0)|DG(24:1(15Z)/18:0/0:0)|DG(18:0/0:0/24:1n9)|DG(20:0/0:0/22:1n9)|DG(22:0/0:0/20:1n9)|DG(24:0/0:0/18:1n7)|DG(24:0/0:0/18:1n9)	Lipids and lipid-like molecules	Glycerolipids	
